Date,Adj Close,Close,High,Low,Open,Volume,Body,Range,Upper_Wick,Lower_Wick,Body_Ratio,Upper_Wick_Ratio,Lower_Wick_Ratio,PivotHigh,PivotLow,HH,HL,LH,LL,Structure,Trend,Market_Control,EMA50,EMA200,HTF_Bias,Hammer,Inverted_Hammer,Doji,Bullish_Engulfing,Bearish_Engulfing,Shooting_Star,Morning_Star,Evening_Star,Previous_Trend,Trend_Reversal,Pattern_Context,Reversal_Confirmed
2020-12-01,882.33,902.19,907.42,890.72,895.47,19750687,6.72,16.7,5.23,4.75,0.4024,0.3132,0.2844,,,False,False,False,False,,Uptrend,Buyers,940.47,860.22,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2020-12-02,883.8,903.69,905.46,893.0,903.85,22188887,0.16,12.46,1.61,10.69,0.0128,0.1292,0.8579,,,False,False,False,False,,Uptrend,Buyers,939.03,860.66,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2020-12-03,886.46,906.41,914.28,903.92,910.08,27785372,3.67,10.36,4.2,2.49,0.3542,0.4054,0.2403,,,False,False,False,False,,Uptrend,Buyers,937.75,861.11,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2020-12-04,878.65,898.42,908.69,895.31,908.69,18464552,10.27,13.38,0.0,3.11,0.7676,0.0,0.2324,,,False,False,False,False,,Uptrend,Buyers,936.2,861.48,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2020-12-07,883.82,903.71,906.85,895.59,895.59,18242188,8.12,11.26,3.14,0.0,0.7211,0.2789,0.0,,,False,False,False,False,,Uptrend,Buyers,934.93,861.9,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2020-12-08,899.87,920.12,929.58,899.92,905.07,43403061,15.05,29.66,9.46,5.15,0.5074,0.3189,0.1736,,,False,False,False,False,,Uptrend,Buyers,934.35,862.48,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2020-12-09,914.85,935.44,938.6,922.65,927.59,29175254,7.85,15.95,3.16,4.94,0.4922,0.1981,0.3097,,,False,False,False,False,,Uptrend,Buyers,934.39,863.21,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2020-12-10,905.85,926.23,936.15,923.46,932.97,16065507,6.74,12.69,3.18,2.77,0.5311,0.2506,0.2183,,,False,False,False,False,,Uptrend,Buyers,934.07,863.84,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2020-12-11,905.31,925.68,940.54,911.12,929.0,26944202,3.32,29.42,11.54,14.56,0.1128,0.3923,0.4949,940.54,,False,False,True,False,LH,Downtrend,Sellers,933.74,864.45,Bullish,0,0,0,0,0,0,0,1,Uptrend,Bearish Reversal,Bearish Pattern in Uptrend,Yes
2020-12-14,898.76,918.98,929.92,916.7,926.67,17312747,7.69,13.22,3.25,2.28,0.5817,0.2458,0.1725,,,False,False,False,False,,Downtrend,Sellers,933.16,864.99,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2020-12-15,891.11,911.16,918.25,905.05,918.25,18551265,7.09,13.2,0.0,6.11,0.5371,0.0,0.4629,,,False,False,False,False,,Downtrend,Sellers,932.3,865.45,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2020-12-16,892.1,912.18,920.67,907.17,917.46,18561011,5.28,13.5,3.21,5.01,0.3911,0.2378,0.3711,,,False,False,False,False,,Downtrend,Sellers,931.51,865.92,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2020-12-17,896.19,916.35,925.31,912.45,915.85,20252358,0.5,12.86,8.96,3.4,0.0389,0.6967,0.2644,,,False,False,False,False,,Downtrend,Sellers,930.92,866.42,Bullish,0,0,1,0,0,0,1,0,Downtrend,No Reversal,Market Indecision,No
2020-12-18,898.88,919.1,925.26,906.85,913.82,18466344,5.28,18.41,6.16,6.97,0.2868,0.3346,0.3786,,,False,False,False,False,,Downtrend,Sellers,930.45,866.94,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2020-12-21,875.47,895.17,933.15,856.2,927.61,44135540,32.44,76.95,5.54,38.97,0.4216,0.072,0.5064,933.15,856.2,False,False,True,True,LL,Downtrend,Sellers,929.07,867.22,Bullish,0,0,0,0,1,0,0,0,Downtrend,No Reversal,No Context,No
2020-12-22,874.12,893.79,904.03,871.52,899.46,28140001,5.67,32.51,4.57,22.27,0.1744,0.1406,0.685,,,False,False,False,False,,Downtrend,Sellers,927.69,867.49,Bullish,1,0,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2020-12-23,877.35,897.09,900.59,886.38,890.69,19501410,6.4,14.21,3.5,4.31,0.4504,0.2463,0.3033,,,False,False,False,False,,Downtrend,Sellers,926.49,867.78,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2020-12-24,900.05,920.3,922.45,898.03,898.54,20776988,21.76,24.42,2.15,0.51,0.8911,0.088,0.0209,,,False,False,False,False,,Downtrend,Sellers,926.24,868.31,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2020-12-28,904.18,924.52,931.31,920.83,926.09,17221499,1.57,10.48,5.22,3.69,0.1498,0.4981,0.3521,,,False,False,False,False,,Downtrend,Sellers,926.18,868.87,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2020-12-29,898.2,918.41,928.68,914.95,927.15,18611939,8.74,13.73,1.53,3.46,0.6366,0.1114,0.252,,,False,False,False,False,,Downtrend,Sellers,925.87,869.36,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2020-12-30,900.66,920.92,926.32,911.72,920.81,22043630,0.11,14.6,5.4,9.09,0.0075,0.3699,0.6226,,,False,False,False,False,,Downtrend,Sellers,925.68,869.87,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2020-12-31,896.05,916.22,928.49,913.12,920.0,18781189,3.78,15.37,8.49,3.1,0.2459,0.5524,0.2017,,,False,False,False,False,,Downtrend,Sellers,925.31,870.33,Bullish,0,1,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2021-01-01,897.05,917.23,921.62,914.69,917.46,10015175,0.23,6.93,4.16,2.54,0.0332,0.6003,0.3665,,,False,False,False,False,,Downtrend,Sellers,924.99,870.8,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2021-01-04,898.56,918.78,922.49,908.23,920.74,24513534,1.96,14.26,1.75,10.55,0.1374,0.1227,0.7398,,,False,False,False,False,,Downtrend,Sellers,924.75,871.28,Bullish,1,0,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2021-01-05,887.39,907.35,915.43,902.69,908.69,24123091,1.34,12.74,6.74,4.66,0.1052,0.529,0.3658,,,False,False,False,False,,Downtrend,Sellers,924.06,871.64,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-01-06,863.99,883.43,907.31,879.23,907.26,46401468,23.83,28.08,0.05,4.2,0.8486,0.0018,0.1496,,,False,False,False,False,,Downtrend,Sellers,922.47,871.75,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-01-07,862.59,882.0,897.62,879.23,886.31,32325918,4.31,18.39,11.31,2.77,0.2344,0.615,0.1506,,,False,False,False,False,,Downtrend,Sellers,920.88,871.86,Bullish,0,1,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2021-01-08,872.76,892.4,894.57,882.43,885.16,27540187,7.24,12.14,2.17,2.73,0.5964,0.1787,0.2249,,,False,False,False,False,,Downtrend,Sellers,919.77,872.06,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2021-01-11,856.31,875.58,894.76,873.39,894.76,33307825,19.18,21.37,0.0,2.19,0.8975,0.0,0.1025,,873.39,False,True,False,False,HL,Uptrend,Buyers,918.03,872.09,Bullish,0,0,0,0,1,0,0,0,Downtrend,Bullish Reversal,No Context,No
2021-01-12,883.3,903.18,904.54,876.8,878.23,41161546,24.95,27.74,1.36,1.43,0.8994,0.049,0.0516,,,False,False,False,False,,Uptrend,Buyers,917.45,872.4,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-13,875.07,894.76,911.44,885.36,906.18,26619458,11.42,26.08,5.26,9.4,0.4379,0.2017,0.3604,,,False,False,False,False,,Uptrend,Buyers,916.56,872.63,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-14,884.91,904.82,907.72,894.87,897.62,21553242,7.2,12.85,2.9,2.75,0.5603,0.2257,0.214,,,False,False,False,False,,Uptrend,Buyers,916.1,872.95,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-15,874.46,894.13,910.91,886.1,904.82,20593268,10.69,24.81,6.09,8.03,0.4309,0.2455,0.3237,,,False,False,False,False,,Uptrend,Buyers,915.24,873.16,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-18,895.44,915.59,921.62,887.63,899.51,35100458,16.08,33.99,6.03,11.88,0.4731,0.1774,0.3495,,,False,False,False,False,,Uptrend,Buyers,915.25,873.58,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-19,910.09,930.57,937.31,920.53,920.53,32006615,10.04,16.78,6.74,0.0,0.5983,0.4017,0.0,,,False,False,False,False,,Uptrend,Buyers,915.85,874.15,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-20,927.38,948.24,949.77,923.65,932.88,30924537,15.36,26.12,1.53,9.23,0.5881,0.0586,0.3534,,,False,False,False,False,,Uptrend,Buyers,917.12,874.88,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-21,947.55,968.87,978.38,957.61,960.84,39087742,8.03,20.77,9.51,3.23,0.3866,0.4579,0.1555,978.38,,True,False,False,False,HH,Uptrend,Buyers,919.15,875.82,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-22,925.08,945.89,976.23,939.22,974.23,30532660,28.34,37.01,2.0,6.67,0.7657,0.054,0.1802,,,False,False,False,False,,Uptrend,Buyers,920.2,876.52,Bullish,0,0,0,0,1,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2021-01-25,876.06,895.77,939.13,891.62,939.13,54207104,43.36,47.51,0.0,4.15,0.9126,0.0,0.0874,,,False,False,False,False,,Uptrend,Buyers,919.24,876.71,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-27,855.3,874.54,888.39,871.31,888.39,42370131,13.85,17.08,0.0,3.23,0.8109,0.0,0.1891,,,False,False,False,False,,Uptrend,Buyers,917.49,876.69,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-01-28,846.97,866.03,887.6,863.0,867.69,34067814,1.66,24.6,19.91,3.03,0.0675,0.8093,0.1232,,,False,False,False,False,,Uptrend,Buyers,915.47,876.58,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2021-01-29,831.35,850.06,882.9,844.54,874.22,43712383,24.16,38.36,8.68,5.52,0.6298,0.2263,0.1439,,844.54,False,False,False,True,LL,Downtrend,Sellers,912.91,876.32,Bullish,0,0,0,0,0,0,0,0,Uptrend,Bearish Reversal,No Context,No
2021-02-01,855.43,874.68,879.16,852.85,858.11,34180952,16.57,26.31,4.48,5.26,0.6298,0.1703,0.1999,,,False,False,False,False,,Downtrend,Sellers,911.41,876.3,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-02-02,869.2,888.76,895.31,856.06,883.43,41470034,5.33,39.25,6.55,27.37,0.1358,0.1669,0.6973,,,False,False,False,False,,Downtrend,Sellers,910.52,876.42,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2021-02-03,871.39,890.99,900.85,876.85,889.91,30301696,1.08,24.0,9.86,13.06,0.045,0.4108,0.5442,,,False,False,False,False,,Downtrend,Sellers,909.75,876.57,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2021-02-04,868.52,888.06,895.31,879.16,887.93,25626981,0.13,16.15,7.25,8.77,0.008,0.4489,0.543,,,False,False,False,False,,Downtrend,Sellers,908.9,876.68,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2021-02-05,868.27,887.81,897.46,886.08,890.72,20248046,2.91,11.38,6.74,1.73,0.2557,0.5923,0.152,,,False,False,False,False,,Downtrend,Sellers,908.08,876.79,Bullish,0,1,0,0,1,0,0,1,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2021-02-08,880.78,900.59,908.69,890.26,892.1,21183400,8.49,18.43,8.1,1.84,0.4607,0.4395,0.0998,,,False,False,False,False,,Downtrend,Sellers,907.78,877.03,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-02-09,882.9,902.76,918.2,900.99,905.44,19604141,2.68,17.21,12.76,1.77,0.1557,0.7414,0.1028,,,False,False,False,False,,Downtrend,Sellers,907.59,877.29,Bullish,0,1,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2021-02-10,891.09,911.14,915.96,889.45,901.66,21234156,9.48,26.51,4.82,12.21,0.3576,0.1818,0.4606,,,False,False,False,False,,Downtrend,Sellers,907.73,877.62,Bullish,0,0,0,1,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2021-02-11,927.83,948.71,952.63,910.19,913.77,42539278,34.94,42.44,3.92,3.58,0.8233,0.0924,0.0844,,,False,False,False,False,,Downtrend,Sellers,909.33,878.33,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-02-12,921.46,942.2,959.0,930.11,948.61,30497029,6.41,28.89,10.39,12.09,0.2219,0.3596,0.4185,,,False,False,False,False,,Downtrend,Sellers,910.62,878.97,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-02-15,917.4,938.04,951.29,934.54,945.17,15791099,7.13,16.75,6.12,3.5,0.4257,0.3654,0.209,,,False,False,False,False,,Downtrend,Sellers,911.7,879.55,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2021-02-16,929.54,950.46,959.64,939.15,941.34,21421660,9.12,20.49,9.18,2.19,0.4451,0.448,0.1069,,,False,False,False,False,,Downtrend,Sellers,913.22,880.26,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-02-17,940.26,961.42,967.28,946.35,950.69,23742994,10.73,20.93,5.86,4.34,0.5127,0.28,0.2074,,,False,False,False,False,,Downtrend,Sellers,915.11,881.07,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-02-18,933.24,954.24,973.03,950.27,962.23,18646877,7.99,22.76,10.8,3.97,0.3511,0.4745,0.1744,,,False,False,False,False,,Downtrend,Sellers,916.64,881.8,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-02-19,938.93,960.06,971.43,947.6,949.31,23403483,10.75,23.83,11.37,1.71,0.4511,0.4771,0.0718,,,False,False,False,False,,Downtrend,Sellers,918.34,882.57,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-02-22,906.34,926.74,964.49,920.67,959.92,23804335,33.18,43.82,4.57,6.07,0.7572,0.1043,0.1385,,920.67,False,True,False,False,HL,Uptrend,Buyers,918.67,883.01,Bullish,0,0,0,0,0,0,0,0,Downtrend,Bullish Reversal,No Context,No
2021-02-23,913.27,933.82,947.41,929.28,945.15,25644108,11.33,18.13,2.26,4.54,0.6249,0.1247,0.2504,,,False,False,False,False,,Uptrend,Buyers,919.27,883.52,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-02-24,930.22,951.15,953.11,935.07,936.84,10807663,14.31,18.04,1.96,1.77,0.7932,0.1086,0.0981,,,False,False,False,False,,Uptrend,Buyers,920.52,884.19,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2021-02-25,967.84,989.62,993.15,956.69,958.07,34855693,31.55,36.46,3.53,1.38,0.8653,0.0968,0.0378,,,False,False,False,False,,Uptrend,Buyers,923.23,885.24,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-02-26,941.41,962.6,984.79,955.63,977.0,37481215,14.4,29.16,7.79,6.97,0.4938,0.2671,0.239,,,False,False,False,False,,Uptrend,Buyers,924.77,886.01,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-01,948.59,969.93,974.69,951.84,973.86,17680764,3.93,22.85,0.83,18.09,0.172,0.0363,0.7917,,,False,False,False,False,,Uptrend,Buyers,926.54,886.85,Bullish,1,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2021-03-02,950.53,971.92,982.99,964.12,979.3,17150760,7.38,18.87,3.69,7.8,0.3911,0.1955,0.4134,,,False,False,False,False,,Uptrend,Buyers,928.32,887.69,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-03,993.91,1016.27,1024.48,972.47,978.86,31924461,37.41,52.01,8.21,6.39,0.7193,0.1579,0.1229,,,False,False,False,False,,Uptrend,Buyers,931.77,888.97,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-04,982.06,1004.15,1010.66,995.78,1006.07,21435754,1.92,14.88,4.59,8.37,0.129,0.3085,0.5625,,,False,False,False,False,,Uptrend,Buyers,934.61,890.12,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-05,983.34,1005.47,1020.81,993.63,994.99,25511666,10.48,27.18,15.34,1.36,0.3856,0.5644,0.05,,,False,False,False,False,,Uptrend,Buyers,937.39,891.27,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-08,988.94,1011.19,1030.02,1000.53,1000.76,19506841,10.43,29.49,18.83,0.23,0.3537,0.6385,0.0078,1030.02,,True,False,False,False,HH,Uptrend,Buyers,940.28,892.46,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-09,988.92,1011.17,1021.67,990.66,1015.3,15154484,4.13,31.01,6.37,20.51,0.1332,0.2054,0.6614,,,False,False,False,False,,Uptrend,Buyers,943.06,893.64,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2021-03-10,984.81,1006.97,1022.27,1001.57,1018.53,11519358,11.56,20.7,3.74,5.4,0.5585,0.1807,0.2609,,,False,False,False,False,,Uptrend,Buyers,945.57,894.77,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2021-03-12,964.79,986.5,1018.25,980.18,1012.99,16864952,26.49,38.07,5.26,6.32,0.6958,0.1382,0.166,,,False,False,False,False,,Uptrend,Buyers,947.17,895.68,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-15,951.84,973.26,991.72,960.15,987.63,16698099,14.37,31.57,4.09,13.11,0.4552,0.1296,0.4153,,,False,False,False,False,,Uptrend,Buyers,948.2,896.45,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-16,948.09,969.43,981.15,967.07,975.61,13873801,6.18,14.08,5.54,2.36,0.4389,0.3935,0.1676,,,False,False,False,False,,Uptrend,Buyers,949.03,897.18,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-17,927.67,948.54,970.53,939.2,968.25,19210236,19.71,31.33,2.28,9.34,0.6291,0.0728,0.2981,,,False,False,False,False,,Uptrend,Buyers,949.01,897.69,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-18,906.8,927.2,962.13,923.46,956.64,20647480,29.44,38.67,5.49,3.74,0.7613,0.142,0.0967,,,False,False,False,False,,Uptrend,Buyers,948.15,897.98,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-19,939.7,960.84,967.23,915.06,918.85,41787429,41.99,52.17,6.39,3.79,0.8049,0.1225,0.0726,,,False,False,False,False,,Uptrend,Buyers,948.65,898.61,Bullish,0,0,0,1,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-22,930.85,951.8,957.15,938.32,955.77,18572478,3.97,18.83,1.38,13.48,0.2108,0.0733,0.7159,,,False,False,False,False,,Uptrend,Buyers,948.78,899.14,Bullish,1,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-23,942.18,963.38,973.63,948.84,951.59,17421165,11.79,24.79,10.25,2.75,0.4756,0.4135,0.1109,,,False,False,False,False,,Uptrend,Buyers,949.35,899.78,Bullish,0,0,0,1,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-24,924.04,944.83,959.8,941.64,959.8,16822814,14.97,18.16,0.0,3.19,0.8243,0.0,0.1757,,,False,False,False,False,,Uptrend,Buyers,949.17,900.23,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-25,898.83,919.05,947.92,916.08,947.92,22001648,28.87,31.84,0.0,2.97,0.9067,0.0,0.0933,,,False,False,False,False,,Uptrend,Buyers,947.99,900.41,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-26,900.27,920.53,929.32,910.86,928.54,20180202,8.01,18.46,0.78,9.67,0.4339,0.0423,0.5238,,,False,False,False,False,,Uptrend,Buyers,946.91,900.61,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-03-30,915.91,936.52,945.57,919.1,926.69,20441701,9.83,26.47,9.05,7.59,0.3714,0.3419,0.2867,,,False,False,False,False,,Uptrend,Buyers,946.51,900.97,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2021-03-31,904.09,924.43,946.03,922.54,931.31,16250796,6.88,23.49,14.72,1.89,0.2929,0.6266,0.0805,,,False,False,False,False,,Uptrend,Buyers,945.64,901.2,Bullish,0,1,0,0,0,1,0,0,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2021-04-01,912.55,933.08,936.84,924.45,931.31,11723312,1.77,12.39,3.76,6.86,0.1429,0.3035,0.5537,,,False,False,False,False,,Uptrend,Buyers,945.15,901.52,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-04-05,899.35,919.58,934.54,905.51,934.51,14875099,14.93,29.03,0.03,14.07,0.5143,0.001,0.4847,,,False,False,False,False,,Uptrend,Buyers,944.14,901.7,Bullish,0,0,0,0,1,0,0,0,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2021-04-06,895.6,915.75,925.28,908.69,924.85,14009194,9.1,16.59,0.43,7.06,0.5485,0.0259,0.4256,,,False,False,False,False,,Uptrend,Buyers,943.03,901.84,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-04-07,903.98,924.31,944.64,919.91,923.0,24266353,1.31,24.73,20.33,3.09,0.053,0.8221,0.1249,,,False,False,False,False,,Uptrend,Buyers,942.3,902.06,Bullish,0,0,1,0,0,0,1,0,Uptrend,No Reversal,Market Indecision,No
2021-04-08,905.1,925.47,933.15,919.77,928.08,15369188,2.61,13.38,5.07,5.7,0.1951,0.3789,0.426,,,False,False,False,False,,Uptrend,Buyers,941.64,902.3,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-04-09,894.59,914.72,925.93,913.77,922.28,14037885,7.56,12.16,3.65,0.95,0.6217,0.3002,0.0781,,,False,False,False,False,,Uptrend,Buyers,940.58,902.42,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-04-12,862.59,882.0,905.19,876.97,904.08,20901482,22.08,28.22,1.11,5.03,0.7824,0.0393,0.1782,,,False,False,False,False,,Uptrend,Buyers,938.28,902.22,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-04-13,871.91,891.53,895.59,885.09,887.93,19411189,3.6,10.5,4.06,2.84,0.3429,0.3867,0.2705,,,False,False,False,False,,Uptrend,Buyers,936.45,902.11,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-04-15,877.55,897.29,905.0,882.85,888.99,19723716,8.3,22.15,7.71,6.14,0.3747,0.3481,0.2772,,,False,False,False,False,,Uptrend,Buyers,934.92,902.06,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2021-04-16,872.04,891.66,899.88,889.06,893.74,15656948,2.08,10.82,6.14,2.6,0.1922,0.5675,0.2403,,,False,False,False,False,,Uptrend,Buyers,933.22,901.96,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-04-19,858.32,877.63,884.42,872.23,878.7,18478808,1.07,12.19,5.72,5.4,0.0878,0.4692,0.443,,,False,False,False,False,,Uptrend,Buyers,931.04,901.72,Bullish,0,0,1,0,0,0,0,1,Uptrend,No Reversal,Market Indecision,No
2021-04-20,858.07,877.38,885.62,872.44,881.7,17203668,4.32,13.18,3.92,4.94,0.3278,0.2974,0.3748,,,False,False,False,False,,Uptrend,Buyers,928.93,901.48,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2021-04-22,860.44,879.8,883.52,866.1,873.27,14490954,6.53,17.42,3.72,7.17,0.3749,0.2135,0.4116,,866.1,False,False,False,True,LL,Downtrend,Sellers,927.01,901.26,Bullish,0,0,0,0,0,0,0,0,Uptrend,Bearish Reversal,No Context,No
2021-04-23,859.52,878.86,885.57,874.7,879.62,11828857,0.76,10.87,5.95,4.16,0.0699,0.5474,0.3827,,,False,False,False,False,,Downtrend,Sellers,925.12,901.04,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2021-04-26,874.64,894.32,905.46,882.16,886.08,20846778,8.24,23.3,11.14,3.92,0.3536,0.4781,0.1682,,,False,False,False,False,,Downtrend,Sellers,923.91,900.97,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-04-27,897.57,917.76,921.71,894.5,895.31,19992524,22.45,27.21,3.95,0.81,0.8251,0.1452,0.0298,,,False,False,False,False,,Downtrend,Sellers,923.67,901.14,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2021-04-28,901.47,921.75,926.69,913.84,922.01,17122437,0.26,12.85,4.68,7.91,0.0202,0.3642,0.6156,,,False,False,False,False,,Downtrend,Sellers,923.6,901.34,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2021-04-29,913.54,934.1,943.54,926.37,933.57,17412606,0.53,17.17,9.44,7.2,0.0309,0.5498,0.4193,943.54,,False,False,True,False,LH,Downtrend,Sellers,924.01,901.67,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2021-04-30,900.21,920.46,939.61,917.25,926.92,19828769,6.46,22.36,12.69,3.21,0.2889,0.5675,0.1436,,,False,False,False,False,,Downtrend,Sellers,923.87,901.86,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
